step,day,worker,animal,tty,ds5,ds20,has_replacement,replacement_count,best_alt,is_winner
29,1,H1,COW,163,520.0,815.0,True,37,HARVEST,False
30,1,H3,SHEEP,114,520.0,815.0,True,37,HARVEST,False
51,2,H0,COW,141,0.0,359.0,True,39,HARVEST,False
53,2,H0,COW,139,0.0,359.0,True,39,HARVEST,False
53,2,H1,COW,139,0.0,359.0,True,39,HARVEST,False
54,2,H3,SHEEP,90,0.0,875.0,True,39,HARVEST,False
75,3,H0,COW,117,3914.0,4943.0,True,41,HARVEST,False
77,3,H0,COW,115,2405.0,3496.0,True,41,HARVEST,False
77,3,H1,COW,115,2405.0,3496.0,True,41,HARVEST,False
78,3,H3,SHEEP,66,1065.0,2222.0,True,41,HARVEST,False
99,4,H0,COW,93,0.0,188.0,True,41,HARVEST,False
101,4,H0,COW,91,0.0,1343.0,True,41,HARVEST,False
101,4,H1,COW,91,0.0,1343.0,True,41,HARVEST,False
123,5,H0,COW,69,0.0,217.0,True,39,WATER,False
125,5,H0,COW,67,0.0,587.0,True,39,WATER,False
125,5,H1,COW,67,0.0,587.0,True,39,WATER,False
133,5,H1,COW,179,31.0,587.0,True,30,HARVEST,False
137,5,H1,SHEEP,127,186.0,556.0,True,24,HARVEST,False
151,6,H2,SHEEP,65,0.0,2436.0,True,39,WATER,False
152,6,H3,COW,160,0.0,2436.0,True,38,WATER,False
156,6,H3,SHEEP,108,1436.0,2616.0,True,30,HARVEST,False
175,7,H4,COW,137,0.0,1785.0,True,43,WATER,False
175,7,H5,SHEEP,89,0.0,1785.0,True,43,WATER,False
183,7,H1,COW,177,156.0,4575.0,True,29,HARVEST,False
200,8,H1,COW,112,0.0,1168.0,True,56,WATER,False
201,8,H2,SHEEP,63,0.0,1168.0,True,55,WATER,False
203,8,H3,SHEEP,133,0.0,1168.0,True,52,WATER,False
207,8,H7,SHEEP,129,0.0,1276.0,True,42,HARVEST,False
208,8,H1,COW,152,0.0,1276.0,True,40,HARVEST,False
212,8,H5,SHEEP,124,853.0,2368.0,True,31,HARVEST,False
214,8,H8,SHEEP,122,1168.0,2368.0,True,29,HARVEST,False
218,9,H0,SHEEP,118,315.0,1767.0,True,63,WATER,False
221,9,H0,SHEEP,115,108.0,2194.0,True,62,WATER,False
223,9,H7,SHEEP,113,108.0,2650.0,True,52,WATER,False
223,9,H10,SHEEP,113,108.0,2650.0,True,52,WATER,False
224,9,H5,SHEEP,64,0.0,2542.0,True,52,WATER,False
224,9,H6,COW,88,0.0,2542.0,True,52,WATER,False
234,9,H6,COW,126,420.0,1450.0,True,39,HARVEST,False
242,10,H0,SHEEP,94,456.0,7572.0,True,69,WATER,False
244,10,H5,COW,999,0.0,10043.0,True,68,WATER,False
245,10,H0,SHEEP,91,0.0,16799.0,True,68,WATER,False
245,10,H4,SHEEP,91,0.0,16799.0,True,68,WATER,False
246,10,H8,COW,999,0.0,16799.0,True,67,WATER,False
247,10,H11,SHEEP,89,0.0,16799.0,True,66,WATER,False
248,10,H4,COW,160,0.0,16799.0,True,63,WATER,False
248,10,H6,COW,64,0.0,16799.0,True,63,WATER,False
254,10,H5,COW,106,3132.0,17627.0,True,48,WATER,False
266,11,H0,SHEEP,70,828.0,2099.0,True,58,WATER,False
269,11,H0,SHEEP,67,828.0,3194.0,True,57,WATER,False
271,11,H5,COW,185,0.0,4310.0,True,58,WATER,False
271,11,H10,SHEEP,65,0.0,4310.0,True,58,WATER,False
271,11,H11,SHEEP,65,0.0,4310.0,True,58,WATER,False
274,11,H10,COW,134,0.0,7493.0,True,50,WATER,False
277,11,H5,COW,179,1194.0,16352.0,True,42,WATER,False
278,11,H6,COW,82,1194.0,17910.0,True,40,WATER,False
278,11,H8,SHEEP,58,1194.0,17910.0,True,40,WATER,False
290,12,H1,COW,166,7659.0,30158.0,True,69,WATER,False
294,12,H7,COW,999,10563.0,25779.0,True,67,WATER,False
295,12,H9,COW,999,10271.0,23247.0,True,67,WATER,False
297,12,H6,COW,111,5879.0,16920.0,True,60,WATER,False
297,12,H7,SHEEP,63,5879.0,16920.0,True,60,WATER,False
298,12,H11,COW,158,7022.0,15362.0,True,57,WATER,False
302,12,H7,COW,58,7221.0,11683.0,True,47,WATER,False
314,13,H1,COW,142,0.0,3117.0,True,68,WATER,False
322,13,H7,COW,134,1685.0,5755.0,True,56,WATER,False
322,13,H10,COW,86,1685.0,5755.0,True,56,WATER,False
338,14,H1,COW,118,1410.0,10409.0,True,88,WATER,False
339,14,H2,SHEEP,69,2184.0,11753.0,True,86,WATER,False
342,14,H6,SHEEP,66,3385.0,14962.0,True,84,WATER,False
343,14,H9,COW,999,4027.0,17053.0,True,83,WATER,False
343,14,H10,SHEEP,65,4027.0,17053.0,True,83,WATER,False
343,14,H11,COW,999,4027.0,17053.0,True,83,WATER,False
344,14,H8,SHEEP,64,5699.0,18223.0,True,80,WATER,False
346,14,H10,COW,62,3358.0,18537.0,True,73,WATER,False
347,14,H11,SHEEP,61,3088.0,19023.0,True,69,WATER,False
348,14,H9,COW,108,2446.0,20280.0,True,65,WATER,False
362,15,H1,COW,94,7446.0,16181.0,True,81,WATER,False
369,15,H11,COW,999,4272.0,15134.0,True,74,WATER,False
370,15,H6,SHEEP,62,4648.0,15134.0,True,69,WATER,False
372,15,H9,COW,84,1552.0,17649.0,True,62,WATER,False
386,16,H1,COW,70,1872.0,9411.0,True,85,WATER,False
391,16,H9,COW,999,6787.0,12503.0,True,83,WATER,False
397,16,H0,COW,59,658.0,9704.0,True,64,WATER,False
411,17,H0,SHEEP,69,3280.0,10752.0,True,92,WATER,False
414,17,H2,SHEEP,66,3777.0,11401.0,True,90,WATER,False
414,17,H3,SHEEP,66,3777.0,11401.0,True,90,WATER,False
416,17,H9,SHEEP,64,1888.0,13921.0,True,88,WATER,False
420,17,F,COW,999,5535.0,17761.0,True,74,WATER,False
427,17,H7,COW,999,49.0,33025.0,True,50,WATER,False
440,18,H4,COW,999,13597.0,26395.0,True,86,WATER,False
441,18,H10,SHEEP,63,18595.0,25630.0,True,86,WATER,False
465,19,H11,COW,999,11356.0,35813.0,True,86,WATER,False
466,19,H10,COW,999,10052.0,35651.0,True,83,WATER,False
473,19,H5,COW,999,7177.0,29501.0,True,52,WATER,False
483,20,H0,SHEEP,69,9197.0,20722.0,True,96,WATER,False
486,20,H2,SHEEP,66,7742.0,23605.0,True,94,WATER,False
486,20,H3,SHEEP,66,7742.0,23605.0,True,94,WATER,False
488,20,H9,SHEEP,64,3744.0,19453.0,True,92,WATER,False
488,20,H10,COW,999,3744.0,19453.0,True,92,WATER,False
488,20,H11,COW,999,3744.0,19453.0,True,92,WATER,False
492,20,H11,SHEEP,60,3929.0,16599.0,True,74,WATER,False
506,21,H1,COW,999,856.0,7687.0,True,93,WATER,False
513,21,H11,SHEEP,63,1268.0,16634.0,True,85,WATER,False
514,21,H10,COW,999,3515.0,18306.0,True,82,WATER,False
516,21,H8,COW,999,4458.0,25314.0,True,72,WATER,False
523,21,H6,COW,999,4854.0,48774.0,True,44,WATER,False
535,22,H9,COW,999,16031.0,39592.0,True,92,WATER,False
554,23,H1,COW,999,2851.0,31241.0,True,100,WATER,False
555,23,H0,SHEEP,69,4273.0,31206.0,True,98,WATER,False
558,23,H2,SHEEP,66,15185.0,38930.0,True,96,WATER,False
559,23,H6,SHEEP,65,13627.0,44487.0,True,95,WATER,False
560,23,H10,SHEEP,64,13004.0,43030.0,True,91,WATER,False
562,23,H6,COW,999,12899.0,37148.0,True,84,WATER,False
562,23,H11,SHEEP,62,12899.0,37148.0,True,84,WATER,False
583,24,H11,COW,999,330.0,11267.0,True,83,WATER,False
585,24,H9,SHEEP,63,893.0,12430.0,True,76,WATER,False
602,25,H1,COW,999,5145.0,32706.0,True,74,WATER,False
609,25,H6,COW,999,15594.0,26389.0,True,65,WATER,False
611,25,H1,COW,999,9506.0,25804.0,True,56,WATER,False
613,25,H0,COW,999,10771.0,29275.0,True,50,WATER,False
618,25,H2,COW,999,2187.0,33784.0,True,34,WATER,False
626,26,H8,SHEEP,70,6355.0,30890.0,True,66,HARVEST,False
629,26,H8,SHEEP,67,20687.0,30430.0,True,62,WATER,False
629,26,H10,SHEEP,67,20687.0,30430.0,True,62,WATER,False
630,26,H7,SHEEP,999,17507.0,28550.0,True,62,WATER,False
632,26,H0,SHEEP,999,8840.0,20494.0,True,56,WATER,False
658,27,F,COW,999,7290.0,21791.0,True,98,HARVEST,False
7,0,H0,COW,185,157.0,529.0,False,0,NONE,True
7,0,H2,COW,185,157.0,529.0,False,0,NONE,True
7,0,H3,COW,185,157.0,529.0,False,0,NONE,True
10,0,H0,COW,182,155.0,465.0,True,2,FEED,True
12,0,F,SHEEP,132,124.0,892.0,True,4,HARVEST,True
19,0,H0,COW,173,93.0,675.0,True,9,HARVEST,True
27,1,H0,COW,165,520.0,520.0,True,37,HARVEST,True
29,1,H0,COW,163,520.0,815.0,True,37,HARVEST,True
29,1,H1,COW,163,520.0,815.0,True,37,HARVEST,True
30,1,H3,SHEEP,114,520.0,815.0,True,37,HARVEST,True
51,2,H0,COW,141,0.0,359.0,True,39,HARVEST,True
53,2,H0,COW,139,0.0,359.0,True,39,HARVEST,True
53,2,H1,COW,139,0.0,359.0,True,39,HARVEST,True
54,2,H3,SHEEP,90,0.0,875.0,True,39,HARVEST,True
75,3,H0,COW,117,3910.0,4934.0,True,41,HARVEST,True
77,3,H0,COW,115,2396.0,3483.0,True,41,HARVEST,True
77,3,H1,COW,115,2396.0,3483.0,True,41,HARVEST,True
78,3,H3,SHEEP,66,1056.0,2209.0,True,41,HARVEST,True
99,4,H0,COW,93,0.0,188.0,True,41,HARVEST,True
101,4,H0,COW,91,0.0,1219.0,True,41,HARVEST,True
101,4,H1,COW,91,0.0,1219.0,True,41,HARVEST,True
123,5,H0,COW,69,0.0,216.0,True,39,WATER,True
125,5,H0,COW,67,0.0,574.0,True,39,WATER,True
125,5,H1,COW,67,0.0,574.0,True,39,WATER,True
133,5,H1,COW,179,30.0,574.0,True,30,HARVEST,True
137,5,H1,SHEEP,127,186.0,544.0,True,24,HARVEST,True
151,6,H2,SHEEP,65,0.0,2406.0,True,39,WATER,True
152,6,H3,COW,160,0.0,2406.0,True,38,WATER,True
156,6,H3,SHEEP,108,1436.0,2586.0,True,30,HARVEST,True
175,7,H4,COW,137,0.0,1711.0,True,43,WATER,True
175,7,H5,SHEEP,89,0.0,1711.0,True,43,WATER,True
183,7,H1,COW,177,152.0,4021.0,True,29,HARVEST,True
200,8,H1,COW,112,0.0,1116.0,True,56,WATER,True
201,8,H2,SHEEP,63,0.0,1116.0,True,55,WATER,True
203,8,H3,SHEEP,133,0.0,1116.0,True,52,WATER,True
207,8,H7,SHEEP,129,0.0,1218.0,True,42,HARVEST,True
208,8,H1,COW,152,0.0,1218.0,True,40,HARVEST,True
212,8,H5,SHEEP,124,819.0,2308.0,True,31,HARVEST,True
214,8,H8,SHEEP,122,1116.0,2308.0,True,29,HARVEST,True
218,9,H0,SHEEP,118,297.0,1741.0,True,63,WATER,True
221,9,H0,SHEEP,115,102.0,2186.0,True,62,WATER,True
223,9,H7,SHEEP,113,102.0,2630.0,True,52,WATER,True
223,9,H10,SHEEP,113,102.0,2630.0,True,52,WATER,True
224,9,H5,SHEEP,64,0.0,2528.0,True,52,WATER,True
224,9,H6,COW,88,0.0,2528.0,True,52,WATER,True
234,9,H6,COW,126,420.0,1438.0,True,39,HARVEST,True
242,10,H0,SHEEP,94,444.0,7560.0,True,69,WATER,True
244,10,H5,COW,999,0.0,10043.0,True,68,WATER,True
245,10,H0,SHEEP,91,0.0,16799.0,True,68,WATER,True
245,10,H4,SHEEP,91,0.0,16799.0,True,68,WATER,True
246,10,H8,COW,999,0.0,16799.0,True,67,WATER,True
247,10,H11,SHEEP,89,0.0,16799.0,True,66,WATER,True
248,10,H4,COW,160,0.0,16799.0,True,63,WATER,True
248,10,H6,COW,64,0.0,16799.0,True,63,WATER,True
254,10,H5,COW,106,3132.0,17491.0,True,48,WATER,True
266,11,H0,SHEEP,70,692.0,1963.0,True,58,WATER,True
269,11,H0,SHEEP,67,692.0,3058.0,True,57,WATER,True
271,11,H5,COW,185,0.0,3545.0,True,58,WATER,True
271,11,H10,SHEEP,65,0.0,3545.0,True,58,WATER,True
271,11,H11,SHEEP,65,0.0,3545.0,True,58,WATER,True
274,11,H10,COW,134,0.0,4619.0,True,50,WATER,True
277,11,H5,COW,179,1194.0,10276.0,True,42,WATER,True
278,11,H6,COW,82,1194.0,11758.0,True,40,WATER,True
278,11,H8,SHEEP,58,1194.0,11758.0,True,40,WATER,True
290,12,H1,COW,166,3621.0,22083.0,True,69,WATER,True
294,12,H7,COW,999,7285.0,20578.0,True,67,WATER,True
295,12,H9,COW,999,8101.0,19210.0,True,67,WATER,True
297,12,H6,COW,111,4910.0,14921.0,True,60,WATER,True
297,12,H7,SHEEP,63,4910.0,14921.0,True,60,WATER,True
298,12,H11,COW,158,5453.0,13439.0,True,57,WATER,True
302,12,H7,COW,58,6501.0,10341.0,True,47,WATER,True
314,13,H1,COW,142,0.0,1493.0,True,68,WATER,True
322,13,H7,COW,134,393.0,3452.0,True,56,WATER,True
322,13,H10,COW,86,393.0,3452.0,True,56,WATER,True
338,14,H1,COW,118,432.0,6745.0,True,87,WATER,True
339,14,H2,SHEEP,69,846.0,8479.0,True,85,WATER,True
342,14,H6,SHEEP,66,2504.0,11302.0,True,83,WATER,True
343,14,H9,COW,999,3965.0,12845.0,True,82,WATER,True
343,14,H10,SHEEP,65,3965.0,12845.0,True,82,WATER,True
343,14,H11,COW,999,3965.0,12845.0,True,82,WATER,True
344,14,H8,SHEEP,64,4147.0,13268.0,True,79,WATER,True
346,14,H10,COW,62,2315.0,11436.0,True,72,WATER,True
347,14,H11,SHEEP,61,2057.0,11302.0,True,68,WATER,True
348,14,H9,COW,108,596.0,10525.0,True,64,WATER,True
362,15,H1,COW,94,2504.0,6019.0,True,80,WATER,True
369,15,H11,COW,999,1215.0,5176.0,True,73,WATER,True
370,15,H6,SHEEP,62,1583.0,5176.0,True,68,WATER,True
372,15,H9,COW,84,626.0,6536.0,True,61,WATER,True
386,16,H1,COW,70,513.0,3824.0,True,84,WATER,True
391,16,H9,COW,999,2575.0,4527.0,True,82,WATER,True
397,16,H0,COW,59,644.0,3811.0,True,63,WATER,True
411,17,H0,SHEEP,69,1859.0,6761.0,True,91,WATER,True
414,17,H2,SHEEP,66,1638.0,7312.0,True,89,WATER,True
414,17,H3,SHEEP,66,1638.0,7312.0,True,89,WATER,True
416,17,H9,SHEEP,64,1020.0,7183.0,True,87,WATER,True
420,17,F,COW,999,3833.0,7882.0,True,73,WATER,True
427,17,H7,COW,999,49.0,14503.0,True,49,WATER,True
440,18,H4,COW,999,4342.0,11201.0,True,85,WATER,True
441,18,H10,SHEEP,63,9031.0,11199.0,True,85,WATER,True
465,19,H11,COW,999,3597.0,14728.0,True,85,WATER,True
466,19,H10,COW,999,4191.0,14905.0,True,82,WATER,True
473,19,H5,COW,999,2273.0,13490.0,True,51,WATER,True
483,20,H0,SHEEP,69,3917.0,12006.0,True,95,WATER,True
486,20,H2,SHEEP,66,4511.0,17269.0,True,93,WATER,True
486,20,H3,SHEEP,66,4511.0,17269.0,True,93,WATER,True
488,20,H9,SHEEP,64,1271.0,13957.0,True,91,WATER,True
488,20,H10,COW,999,1271.0,13957.0,True,91,WATER,True
488,20,H11,COW,999,1271.0,13957.0,True,91,WATER,True
492,20,H11,SHEEP,60,3143.0,13114.0,True,73,WATER,True
506,21,H1,COW,999,856.0,4607.0,True,92,WATER,True
513,21,H11,SHEEP,63,948.0,11761.0,True,84,WATER,True
514,21,H10,COW,999,2525.0,11717.0,True,81,WATER,True
516,21,H8,COW,999,2627.0,15773.0,True,71,WATER,True
523,21,H6,COW,999,3748.0,21024.0,True,43,WATER,True
535,22,H9,COW,999,2610.0,14452.0,True,91,WATER,True
554,23,H1,COW,999,2084.0,16787.0,True,98,WATER,True
555,23,H0,SHEEP,69,3684.0,16752.0,True,96,WATER,True
558,23,H2,SHEEP,66,7418.0,19699.0,True,94,WATER,True
559,23,H6,SHEEP,65,6627.0,20016.0,True,93,WATER,True
560,23,H10,SHEEP,64,5045.0,18381.0,True,89,WATER,True
562,23,H6,COW,999,8353.0,17915.0,True,82,WATER,True
562,23,H11,SHEEP,62,8353.0,17915.0,True,82,WATER,True
583,24,H11,COW,999,323.0,4959.0,True,81,WATER,True
585,24,H9,SHEEP,63,584.0,5386.0,True,74,WATER,True
602,25,H1,COW,999,1215.0,10469.0,True,72,WATER,True
609,25,H6,COW,999,5595.0,11826.0,True,63,WATER,True
611,25,H1,COW,999,1777.0,8155.0,True,54,WATER,True
613,25,H0,COW,999,4761.0,10243.0,True,48,WATER,True
618,25,H2,COW,999,1167.0,6553.0,True,32,WATER,True
626,26,H8,SHEEP,70,898.0,4708.0,True,65,HARVEST,True
629,26,H8,SHEEP,67,2857.0,4342.0,True,61,WATER,True
629,26,H10,SHEEP,67,2857.0,4342.0,True,61,WATER,True
630,26,H7,SHEEP,999,2437.0,5222.0,True,61,WATER,True
632,26,H0,SHEEP,999,81.0,3471.0,True,55,WATER,True
658,27,F,COW,999,2050.0,3916.0,True,96,HARVEST,True
7,0,H0,COW,185,157.0,529.0,False,0,NONE,False
7,0,H2,COW,185,157.0,529.0,False,0,NONE,False
7,0,H3,COW,185,157.0,529.0,False,0,NONE,False
10,0,H0,COW,182,155.0,465.0,True,2,FEED,False
12,0,F,SHEEP,132,124.0,892.0,True,4,HARVEST,False
19,0,H0,COW,173,93.0,675.0,True,9,HARVEST,False
27,1,H0,COW,165,520.0,520.0,True,37,HARVEST,False
29,1,H0,COW,163,520.0,815.0,True,37,HARVEST,False
29,1,H1,COW,163,520.0,815.0,True,37,HARVEST,False
30,1,H3,SHEEP,114,520.0,815.0,True,37,HARVEST,False
51,2,H0,COW,141,0.0,359.0,True,39,HARVEST,False
53,2,H0,COW,139,0.0,359.0,True,39,HARVEST,False
53,2,H1,COW,139,0.0,359.0,True,39,HARVEST,False
54,2,H3,SHEEP,90,0.0,875.0,True,39,HARVEST,False
75,3,H0,COW,117,3910.0,4934.0,True,41,HARVEST,False
77,3,H0,COW,115,2396.0,3483.0,True,41,HARVEST,False
77,3,H1,COW,115,2396.0,3483.0,True,41,HARVEST,False
78,3,H3,SHEEP,66,1056.0,2209.0,True,41,HARVEST,False
99,4,H0,COW,93,0.0,188.0,True,41,HARVEST,False
101,4,H0,COW,91,0.0,1219.0,True,41,HARVEST,False
101,4,H1,COW,91,0.0,1219.0,True,41,HARVEST,False
123,5,H0,COW,69,0.0,216.0,True,39,WATER,False
125,5,H0,COW,67,0.0,574.0,True,39,WATER,False
125,5,H1,COW,67,0.0,574.0,True,39,WATER,False
133,5,H1,COW,179,30.0,574.0,True,30,HARVEST,False
137,5,H1,SHEEP,127,186.0,544.0,True,24,HARVEST,False
151,6,H2,SHEEP,65,0.0,2406.0,True,39,WATER,False
152,6,H3,COW,160,0.0,2406.0,True,38,WATER,False
156,6,H3,SHEEP,108,1436.0,2586.0,True,30,HARVEST,False
175,7,H4,COW,137,0.0,1711.0,True,43,WATER,False
175,7,H5,SHEEP,89,0.0,1711.0,True,43,WATER,False
183,7,H1,COW,177,152.0,4021.0,True,29,HARVEST,False
200,8,H1,COW,112,0.0,1116.0,True,56,WATER,False
201,8,H2,SHEEP,63,0.0,1116.0,True,55,WATER,False
203,8,H3,SHEEP,133,0.0,1116.0,True,52,WATER,False
207,8,H7,SHEEP,129,0.0,1218.0,True,42,HARVEST,False
208,8,H1,COW,152,0.0,1218.0,True,40,HARVEST,False
212,8,H5,SHEEP,124,819.0,2308.0,True,31,HARVEST,False
214,8,H8,SHEEP,122,1116.0,2308.0,True,29,HARVEST,False
218,9,H0,SHEEP,118,297.0,1741.0,True,63,WATER,False
221,9,H0,SHEEP,115,102.0,2186.0,True,62,WATER,False
223,9,H7,SHEEP,113,102.0,2630.0,True,52,WATER,False
223,9,H10,SHEEP,113,102.0,2630.0,True,52,WATER,False
224,9,H5,SHEEP,64,0.0,2528.0,True,52,WATER,False
224,9,H6,COW,88,0.0,2528.0,True,52,WATER,False
234,9,H6,COW,126,420.0,1438.0,True,39,HARVEST,False
242,10,H0,SHEEP,94,444.0,7560.0,True,69,WATER,False
244,10,H5,COW,999,0.0,10043.0,True,68,WATER,False
245,10,H0,SHEEP,91,0.0,16799.0,True,68,WATER,False
245,10,H4,SHEEP,91,0.0,16799.0,True,68,WATER,False
246,10,H8,COW,999,0.0,16799.0,True,67,WATER,False
247,10,H11,SHEEP,89,0.0,16799.0,True,66,WATER,False
248,10,H4,COW,160,0.0,16799.0,True,63,WATER,False
248,10,H6,COW,64,0.0,16799.0,True,63,WATER,False
254,10,H5,COW,106,3132.0,17491.0,True,48,WATER,False
266,11,H0,SHEEP,70,692.0,1963.0,True,58,WATER,False
269,11,H0,SHEEP,67,692.0,3058.0,True,57,WATER,False
271,11,H5,COW,185,0.0,2366.0,True,58,WATER,False
271,11,H10,SHEEP,65,0.0,2366.0,True,58,WATER,False
271,11,H11,SHEEP,65,0.0,2366.0,True,58,WATER,False
274,11,H10,COW,134,0.0,4466.0,True,50,WATER,False
277,11,H5,COW,179,1194.0,10123.0,True,42,WATER,False
278,11,H6,COW,82,1194.0,11605.0,True,40,WATER,False
278,11,H8,SHEEP,58,1194.0,11605.0,True,40,WATER,False
290,12,H1,COW,166,3468.0,21930.0,True,69,WATER,False
294,12,H7,COW,999,7285.0,20578.0,True,67,WATER,False
295,12,H9,COW,999,8101.0,19210.0,True,67,WATER,False
297,12,H6,COW,111,4910.0,14921.0,True,60,WATER,False
297,12,H7,SHEEP,63,4910.0,14921.0,True,60,WATER,False
298,12,H11,COW,158,5453.0,13439.0,True,57,WATER,False
302,12,H7,COW,58,6501.0,10011.0,True,47,WATER,False
314,13,H1,COW,142,0.0,1379.0,True,67,WATER,False
322,13,H7,COW,134,609.0,3371.0,True,55,WATER,False
322,13,H10,COW,86,609.0,3371.0,True,55,WATER,False
338,14,H1,COW,118,420.0,6709.0,True,87,WATER,False
339,14,H2,SHEEP,69,834.0,7171.0,True,85,WATER,False
342,14,H6,SHEEP,66,2789.0,11515.0,True,83,WATER,False
343,14,H9,COW,999,2789.0,12553.0,True,82,WATER,False
343,14,H10,SHEEP,65,2789.0,12553.0,True,82,WATER,False
343,14,H11,COW,999,2789.0,12553.0,True,82,WATER,False
344,14,H8,SHEEP,64,4123.0,12139.0,True,79,WATER,False
346,14,H10,COW,62,2291.0,10431.0,True,73,WATER,False
347,14,H11,SHEEP,61,2033.0,10981.0,True,69,WATER,False
348,14,H9,COW,108,1748.0,11380.0,True,65,WATER,False
362,15,H1,COW,94,2255.0,5770.0,True,80,WATER,False
369,15,H11,COW,999,1215.0,5005.0,True,73,WATER,False
370,15,H6,SHEEP,62,1583.0,5005.0,True,68,WATER,False
372,15,H9,COW,84,626.0,6365.0,True,61,WATER,False
386,16,H1,COW,70,1026.0,4337.0,True,84,WATER,False
391,16,H9,COW,999,2575.0,4527.0,True,82,WATER,False
397,16,H0,COW,59,644.0,3178.0,True,64,WATER,False
411,17,H0,SHEEP,69,201.0,6128.0,True,91,WATER,False
414,17,H2,SHEEP,66,2045.0,6071.0,True,89,WATER,False
414,17,H3,SHEEP,66,2045.0,6071.0,True,89,WATER,False
416,17,H9,SHEEP,64,2045.0,6071.0,True,87,WATER,False
420,17,F,COW,999,3833.0,7555.0,True,73,WATER,False
427,17,H7,COW,999,49.0,14059.0,True,49,WATER,False
440,18,H4,COW,999,4220.0,11187.0,True,85,WATER,False
441,18,H10,SHEEP,63,8914.0,11185.0,True,85,WATER,False
465,19,H11,COW,999,5627.0,16761.0,True,85,WATER,False
466,19,H10,COW,999,6063.0,16735.0,True,82,WATER,False
473,19,H5,COW,999,2273.0,13452.0,True,51,WATER,False
483,20,H0,SHEEP,69,3962.0,11631.0,True,95,WATER,False
486,20,H2,SHEEP,66,4511.0,17277.0,True,93,WATER,False
486,20,H3,SHEEP,66,4511.0,17277.0,True,93,WATER,False
488,20,H9,SHEEP,64,1275.0,13965.0,True,91,WATER,False
488,20,H10,COW,999,1275.0,13965.0,True,91,WATER,False
488,20,H11,COW,999,1275.0,13965.0,True,91,WATER,False
492,20,H11,SHEEP,60,3521.0,13496.0,True,73,WATER,False
506,21,H1,COW,999,856.0,4375.0,True,92,WATER,False
513,21,H11,SHEEP,63,850.0,11529.0,True,84,WATER,False
514,21,H10,COW,999,2267.0,11329.0,True,81,WATER,False
516,21,H8,COW,999,2335.0,11329.0,True,72,WATER,False
523,21,H6,COW,999,3748.0,18840.0,True,44,WATER,False
535,22,H9,COW,999,4638.0,16466.0,True,90,WATER,False
554,23,H1,COW,999,69.0,16356.0,True,98,WATER,False
555,23,H0,SHEEP,69,261.0,16321.0,True,96,WATER,False
558,23,H2,SHEEP,66,6993.0,19058.0,True,94,WATER,False
559,23,H6,SHEEP,65,8217.0,21412.0,True,93,WATER,False
560,23,H10,SHEEP,64,8043.0,21185.0,True,89,WATER,False
562,23,H6,COW,999,9653.0,19021.0,True,82,WATER,False
562,23,H11,SHEEP,62,9653.0,19021.0,True,82,WATER,False
583,24,H11,COW,999,323.0,4923.0,True,81,WATER,False
585,24,H9,SHEEP,63,576.0,4870.0,True,74,WATER,False
602,25,H1,COW,999,0.0,7649.0,True,73,WATER,False
609,25,H6,COW,999,3675.0,9906.0,True,64,WATER,False
611,25,H1,COW,999,3961.0,9807.0,True,55,WATER,False
613,25,H0,COW,999,5262.0,10392.0,True,49,WATER,False
618,25,H2,COW,999,1167.0,6345.0,True,33,WATER,False
626,26,H8,SHEEP,70,366.0,4500.0,True,64,HARVEST,False
629,26,H8,SHEEP,67,2649.0,4134.0,True,60,WATER,False
629,26,H10,SHEEP,67,2649.0,4134.0,True,60,WATER,False
630,26,H7,SHEEP,999,2649.0,5434.0,True,58,WATER,False
632,26,H0,SHEEP,999,405.0,3795.0,True,53,WATER,False
658,27,F,COW,999,683.0,2664.0,True,96,HARVEST,False
8,0,H3,SHEEP,136,0.0,0.0,True,5,HARVEST,True
13,0,H3,SHEEP,131,0.0,0.0,True,9,HARVEST,True
25,1,F,COW,167,0.0,198.0,True,38,HARVEST,True
30,1,F,COW,162,0.0,394.0,True,38,HARVEST,True
33,1,F,SHEEP,111,0.0,456.0,True,38,HARVEST,True
35,1,F,SHEEP,109,198.0,549.0,True,38,HARVEST,True
51,2,H1,COW,141,217.0,1023.0,True,42,HARVEST,True
52,2,F,SHEEP,92,248.0,992.0,True,41,HARVEST,True
54,2,H1,COW,138,310.0,1318.0,True,40,HARVEST,True
55,2,F,SHEEP,89,310.0,1256.0,True,38,HARVEST,True
75,3,F,COW,117,0.0,320.0,True,41,HARVEST,True
78,3,F,COW,114,0.0,700.0,True,41,HARVEST,True
81,3,F,SHEEP,63,96.0,700.0,True,36,HARVEST,True
84,3,F,SHEEP,60,160.0,734.0,True,33,HARVEST,True
99,4,F,COW,93,66.0,452.0,True,42,HARVEST,True
102,4,F,COW,90,165.0,1481.0,True,40,HARVEST,True
105,4,F,COW,159,0.0,1316.0,True,35,HARVEST,True
124,5,F,COW,68,0.0,0.0,True,42,HARVEST,True
125,5,H0,COW,139,0.0,455.0,True,42,HARVEST,True
127,5,F,COW,65,0.0,455.0,True,41,HARVEST,True
149,6,H3,SHEEP,999,160.0,3227.0,True,44,HARVEST,True
152,6,H3,SHEEP,999,288.0,3195.0,True,40,HARVEST,True
153,6,F,COW,111,224.0,3131.0,True,37,HARVEST,True
156,6,H3,COW,156,0.0,2907.0,True,33,HARVEST,True
174,7,H4,COW,138,210.0,2231.0,True,47,HARVEST,True
