w_ds5,l_ds5,w_ttn,l_ttn,w_tslc,l_tslc,animal,day
12529.0,200.0,999,999,26,24,COW,25
3076.0,200.0,999,999,25,24,COW,25
460.0,0.0,22,18,24,24,COW,26
460.0,0.0,46,999,21,24,COW,26
460.0,0.0,70,999,24,24,SHEEP,26
11076.0,0.0,44,999,20,24,COW,26
19500.0,0.0,67,18,24,24,SHEEP,26
19500.0,0.0,67,999,23,24,SHEEP,26
19500.0,0.0,18,18,19,24,COW,26
19500.0,0.0,999,999,20,24,SHEEP,26
19500.0,0.0,41,18,24,24,COW,26
19500.0,0.0,17,18,22,24,COW,26
11958.0,0.0,999,999,25,24,SHEEP,26
11958.0,0.0,16,18,19,24,COW,26
171.0,0.0,4,18,26,24,COW,26
4379.0,463.0,46,20,24,24,SHEEP,27
4379.0,255.0,46,999,24,24,COW,27
5683.0,463.0,44,20,22,24,SHEEP,27
5683.0,463.0,44,20,23,24,SHEEP,27
7816.0,463.0,43,20,22,24,COW,27
7219.0,463.0,39,20,28,24,SHEEP,27
6226.0,255.0,999,999,28,24,COW,27
8206.0,463.0,37,20,15,24,COW,27
9414.0,463.0,36,20,28,24,SHEEP,27
10148.0,463.0,35,20,29,24,COW,27
157.0,0.0,185,167,999,999,COW,0
157.0,0.0,185,167,0,999,COW,0
157.0,0.0,185,167,0,999,COW,0
155.0,0.0,182,167,999,999,COW,0
124.0,0.0,132,136,999,999,SHEEP,0
93.0,0.0,173,167,999,999,COW,0
520.0,0.0,165,167,20,999,COW,1
520.0,0.0,163,167,19,999,COW,1
520.0,0.0,163,167,10,999,COW,1
520.0,0.0,114,136,18,999,SHEEP,1
0.0,0.0,141,167,24,999,COW,2
0.0,0.0,139,167,24,999,COW,2
0.0,0.0,139,167,24,999,COW,2
0.0,0.0,90,136,24,999,SHEEP,2
3910.0,0.0,117,167,24,999,COW,3
2396.0,0.0,115,167,24,999,COW,3
2396.0,0.0,115,167,24,999,COW,3
1056.0,0.0,66,136,24,999,SHEEP,3
0.0,0.0,93,167,24,999,COW,4
0.0,0.0,91,167,24,999,COW,4
0.0,0.0,91,167,24,999,COW,4
0.0,0.0,42,136,24,999,SHEEP,4
0.0,0.0,69,167,24,999,COW,5
0.0,0.0,67,167,24,999,COW,5
0.0,0.0,67,167,24,999,COW,5
0.0,0.0,17,136,25,999,SHEEP,5
30.0,0.0,179,167,999,999,COW,5
186.0,0.0,127,136,999,999,SHEEP,5
0.0,0.0,45,167,24,999,COW,6
0.0,0.0,43,167,24,999,COW,6
0.0,0.0,43,167,24,999,COW,6
0.0,154.0,65,999,24,16,SHEEP,6
0.0,0.0,160,167,19,999,COW,6
1436.0,0.0,108,111,19,20,SHEEP,6
180.0,217.0,20,141,25,26,COW,7
180.0,217.0,19,141,24,26,COW,7
180.0,217.0,19,141,24,26,COW,7
0.0,248.0,41,92,24,17,SHEEP,7
0.0,217.0,137,141,23,26,COW,7
0.0,248.0,89,92,19,17,SHEEP,7
152.0,217.0,177,141,999,26,COW,7
1440.0,0.0,44,117,24,24,COW,8
1440.0,0.0,42,117,25,24,COW,8
1440.0,0.0,42,117,25,24,COW,8
0.0,96.0,17,63,24,26,SHEEP,8
0.0,0.0,112,117,25,24,COW,8
0.0,96.0,63,63,26,26,SHEEP,8
0.0,96.0,133,63,999,26,SHEEP,8
0.0,96.0,129,63,999,26,SHEEP,8
0.0,0.0,152,117,25,24,COW,8
819.0,96.0,124,63,999,26,SHEEP,8
1116.0,96.0,122,63,999,26,SHEEP,8
297.0,165.0,118,43,15,17,SHEEP,9
102.0,165.0,115,43,14,17,SHEEP,9
102.0,66.0,19,93,25,24,COW,9
102.0,66.0,18,93,24,24,COW,9
102.0,66.0,18,93,24,24,COW,9
102.0,165.0,113,43,9,17,SHEEP,9
102.0,165.0,113,43,11,17,SHEEP,9
0.0,0.0,64,999,25,29,SHEEP,9
0.0,66.0,88,93,24,24,COW,9
1090.0,165.0,36,43,27,17,SHEEP,9
420.0,66.0,126,93,26,24,COW,9
444.0,0.0,94,14,24,26,SHEEP,10
0.0,36.0,999,999,23,24,COW,10
0.0,0.0,91,14,24,26,SHEEP,10
0.0,0.0,91,14,22,26,SHEEP,10
0.0,36.0,42,999,24,24,COW,10
0.0,36.0,999,999,24,24,COW,10
0.0,0.0,89,14,24,26,SHEEP,10
0.0,0.0,160,68,999,25,COW,10
0.0,0.0,64,68,24,25,COW,10
0.0,0.0,40,14,24,26,SHEEP,10
0.0,0.0,15,14,21,26,SHEEP,10
3132.0,0.0,106,68,20,25,COW,10
692.0,429.0,70,135,24,999,SHEEP,11
692.0,429.0,67,135,24,999,SHEEP,11
692.0,30.0,19,45,25,23,COW,11
0.0,30.0,18,45,24,23,COW,11
0.0,30.0,185,45,999,23,COW,11
0.0,429.0,65,135,26,999,SHEEP,11
0.0,429.0,65,135,24,999,SHEEP,11
0.0,30.0,16,45,26,23,COW,11
0.0,429.0,16,135,24,999,SHEEP,11
0.0,30.0,134,45,26,23,COW,11
0.0,30.0,37,45,27,23,COW,11
1194.0,30.0,179,45,999,23,COW,11
1194.0,30.0,82,45,24,23,COW,11
1194.0,154.0,58,999,29,16,SHEEP,11
3621.0,429.0,46,135,24,999,SHEEP,12
3621.0,0.0,166,21,19,24,COW,12
7139.0,36.0,43,999,24,24,COW,12
7139.0,429.0,43,135,24,999,SHEEP,12
7285.0,429.0,42,135,23,999,SHEEP,12
7285.0,36.0,999,999,24,24,COW,12
8101.0,36.0,999,999,23,24,COW,12
5821.0,429.0,40,135,25,999,SHEEP,12
4910.0,0.0,111,21,23,24,COW,12
4910.0,429.0,63,135,25,999,SHEEP,12
5453.0,0.0,14,21,23,24,COW,12
5453.0,0.0,158,21,21,24,COW,12
5307.0,429.0,37,135,21,999,SHEEP,12
6501.0,0.0,58,21,24,24,COW,12
0.0,0.0,22,19,24,13,SHEEP,13
0.0,0.0,142,164,24,999,COW,13
330.0,0.0,19,164,24,999,COW,13
330.0,0.0,19,19,24,13,SHEEP,13
438.0,0.0,18,164,24,999,COW,13
438.0,0.0,17,19,23,13,SHEEP,13
438.0,0.0,17,19,25,13,SHEEP,13
438.0,0.0,17,164,24,999,COW,13
438.0,0.0,40,19,23,13,SHEEP,13
393.0,0.0,38,164,24,999,COW,13
393.0,0.0,134,164,24,999,COW,13
393.0,0.0,86,164,25,999,COW,13
285.0,0.0,13,19,24,13,SHEEP,13
86.0,0.0,32,164,26,999,COW,13
432.0,0.0,118,21,24,24,COW,14
846.0,0.0,69,91,25,16,SHEEP,14
2246.0,36.0,43,999,24,24,COW,14
2504.0,0.0,66,91,25,16,SHEEP,14
3965.0,36.0,999,999,25,24,COW,14
3965.0,0.0,65,91,24,16,SHEEP,14
3965.0,36.0,999,999,24,24,COW,14
4147.0,0.0,64,999,25,12,SHEEP,14
2315.0,0.0,14,91,26,16,SHEEP,14
2315.0,0.0,62,21,24,24,COW,14
2057.0,0.0,61,91,24,16,SHEEP,14
596.0,0.0,108,21,26,24,COW,14
1752.0,0.0,10,21,28,24,COW,14
1752.0,0.0,7,21,25,24,COW,14
2504.0,221.0,46,43,23,13,SHEEP,15
2504.0,110.0,94,116,24,17,COW,15
808.0,221.0,43,43,23,13,SHEEP,15
808.0,110.0,19,116,24,17,COW,15
1899.0,221.0,41,43,23,13,SHEEP,15
1899.0,110.0,17,116,24,17,COW,15
1899.0,221.0,41,43,24,13,SHEEP,15
1899.0,110.0,17,116,24,17,COW,15
1215.0,36.0,999,999,19,24,COW,15
1583.0,221.0,62,43,24,13,SHEEP,15
1583.0,110.0,38,116,24,17,COW,15
1562.0,221.0,37,43,24,13,SHEEP,15
626.0,110.0,84,116,24,17,COW,15
990.0,110.0,31,116,24,17,COW,15
513.0,266.0,22,19,24,24,SHEEP,16
513.0,152.0,70,92,24,24,COW,16
2575.0,266.0,19,19,24,24,SHEEP,16
2575.0,760.0,43,999,24,26,COW,16
2575.0,266.0,18,19,23,24,SHEEP,16
2575.0,760.0,41,999,24,26,COW,16
2575.0,760.0,999,999,24,26,COW,16
0.0,266.0,16,19,25,24,SHEEP,16
0.0,152.0,15,92,23,24,COW,16
0.0,266.0,39,19,23,24,SHEEP,16
0.0,266.0,14,19,23,24,SHEEP,16
0.0,152.0,13,92,26,24,COW,16
644.0,152.0,59,92,25,24,COW,16
736.0,152.0,8,92,23,24,COW,16
1859.0,240.0,46,68,24,24,COW,17
1859.0,240.0,69,116,25,21,SHEEP,17
2678.0,240.0,19,68,24,24,COW,17
1638.0,240.0,66,116,24,21,SHEEP,17
1638.0,240.0,66,116,25,21,SHEEP,17
1020.0,240.0,17,68,24,24,COW,17
1020.0,240.0,16,68,25,24,COW,17
1020.0,0.0,40,999,23,21,COW,17
1020.0,480.0,64,999,24,24,SHEEP,17
3366.0,240.0,15,116,24,21,SHEEP,17
3833.0,120.0,999,999,25,22,COW,17
3833.0,240.0,35,68,24,24,COW,17
49.0,120.0,999,999,27,22,COW,17
193.0,240.0,52,116,34,21,SHEEP,17
2143.0,0.0,46,92,23,24,SHEEP,18
2143.0,0.0,22,21,24,24,COW,18
5321.0,0.0,43,92,23,24,SHEEP,18
5321.0,0.0,43,999,24,24,COW,18
3786.0,0.0,42,92,24,24,SHEEP,18
3919.0,0.0,41,999,24,24,COW,18
4342.0,0.0,999,999,24,24,COW,18
9031.0,0.0,39,92,25,24,SHEEP,18
9031.0,0.0,63,999,24,25,SHEEP,18
9031.0,0.0,15,21,21,24,COW,18
6611.0,0.0,12,21,23,24,COW,18
6125.0,0.0,35,92,17,24,SHEEP,18
457.0,0.0,8,21,32,24,COW,18
448.0,0.0,6,21,23,24,COW,18
726.0,336.0,22,67,24,25,SHEEP,19
3162.0,168.0,45,20,25,24,COW,19
3150.0,336.0,19,67,24,25,SHEEP,19
3150.0,168.0,19,20,24,24,COW,19
4701.0,168.0,17,20,23,24,COW,19
4701.0,168.0,17,20,24,24,COW,19
4701.0,336.0,17,67,22,25,SHEEP,19
4701.0,336.0,17,67,25,25,SHEEP,19
3597.0,336.0,15,67,20,25,SHEEP,19
3597.0,336.0,39,67,24,25,SHEEP,19
3597.0,42.0,999,999,24,24,COW,19
4191.0,42.0,999,999,18,24,COW,19
4008.0,168.0,35,20,25,24,COW,19
2273.0,42.0,999,999,23,24,COW,19
6149.0,0.0,22,38,23,24,COW,20
3917.0,0.0,69,44,25,23,SHEEP,20
4511.0,0.0,66,44,23,23,SHEEP,20
4511.0,0.0,66,44,25,23,SHEEP,20
4511.0,0.0,42,999,25,24,COW,20
1271.0,0.0,16,38,22,24,COW,20
1271.0,0.0,64,999,25,25,SHEEP,20
1271.0,0.0,999,999,25,24,COW,20
1271.0,0.0,999,999,25,24,COW,20
3496.0,0.0,13,44,26,23,SHEEP,20
3143.0,0.0,12,38,27,24,COW,20
3143.0,0.0,60,44,27,23,SHEEP,20
2743.0,0.0,9,38,26,24,COW,20
6341.0,0.0,2,38,29,24,COW,20
856.0,450.0,46,19,23,25,SHEEP,21
856.0,1005.0,999,999,24,24,COW,21
628.0,450.0,43,19,23,25,SHEEP,21
628.0,900.0,18,17,24,25,COW,21
200.0,900.0,17,17,23,25,COW,21
200.0,450.0,41,19,25,25,SHEEP,21
200.0,900.0,17,17,23,25,COW,21
948.0,675.0,63,999,22,25,SHEEP,21
2525.0,1005.0,38,999,26,24,COW,21
2525.0,1005.0,999,999,22,24,COW,21
2627.0,450.0,37,19,27,25,SHEEP,21
2627.0,450.0,36,19,24,25,SHEEP,21
2627.0,1005.0,999,999,21,24,COW,21
3748.0,1005.0,999,999,21,24,COW,21
6854.0,0.0,22,43,24,23,SHEEP,22
6854.0,0.0,22,21,24,24,COW,22
4360.0,0.0,19,43,22,23,SHEEP,22
6476.0,0.0,42,999,24,21,COW,22
6476.0,0.0,18,43,25,23,SHEEP,22
2610.0,0.0,17,21,21,24,COW,22
2610.0,0.0,41,999,24,21,COW,22
2610.0,0.0,999,999,24,21,COW,22
2965.0,0.0,39,43,24,23,SHEEP,22
7850.0,0.0,14,21,24,24,COW,22
7850.0,0.0,14,43,22,23,SHEEP,22
5736.0,0.0,12,43,25,23,SHEEP,22
5736.0,0.0,12,21,24,24,COW,22
4406.0,0.0,6,21,23,24,COW,22
2084.0,47.0,999,999,24,24,COW,23
3684.0,705.0,69,18,25,25,SHEEP,23
4116.0,235.0,19,20,23,24,COW,23
7418.0,705.0,66,18,24,25,SHEEP,23
6627.0,235.0,17,20,24,24,COW,23
6627.0,705.0,65,18,26,25,SHEEP,23
6627.0,235.0,17,20,24,24,COW,23
5045.0,705.0,64,999,20,13,SHEEP,23
4911.0,705.0,15,18,24,25,SHEEP,23
8353.0,47.0,38,999,24,24,COW,23
8353.0,47.0,999,999,27,24,COW,23
8353.0,705.0,62,18,24,25,SHEEP,23
7099.0,47.0,35,999,25,24,COW,23
1884.0,47.0,29,999,25,24,COW,23
3780.0,734.0,46,17,23,26,SHEEP,24
3780.0,48.0,22,21,24,24,COW,24
1501.0,146.0,43,999,24,24,COW,24
1501.0,734.0,43,17,23,26,SHEEP,24
1771.0,734.0,42,17,23,26,SHEEP,24
323.0,146.0,41,999,24,24,COW,24
323.0,146.0,999,999,24,24,COW,24
637.0,734.0,40,17,24,26,SHEEP,24
584.0,342.0,63,999,24,23,SHEEP,24
584.0,48.0,14,21,24,24,COW,24
314.0,734.0,37,17,25,26,SHEEP,24
314.0,48.0,13,21,22,24,COW,24
1392.0,48.0,8,21,30,24,COW,24
1392.0,48.0,7,21,22,24,COW,24
1215.0,800.0,22,19,24,13,SHEEP,25
1215.0,200.0,999,999,24,24,COW,25
2700.0,800.0,19,19,24,13,SHEEP,25
2700.0,800.0,19,19,24,25,COW,25
4269.0,800.0,18,19,24,13,SHEEP,25
4269.0,800.0,17,19,24,25,COW,25
4269.0,800.0,17,19,23,13,SHEEP,25
4425.0,800.0,16,19,25,25,COW,25
5595.0,200.0,999,999,17,24,COW,25
5595.0,800.0,39,19,24,13,SHEEP,25
4081.0,800.0,14,19,23,13,SHEEP,25
1777.0,200.0,999,999,25,24,COW,25
4761.0,200.0,999,999,26,24,COW,25
1167.0,200.0,999,999,25,24,COW,25
898.0,0.0,22,18,24,24,COW,26
898.0,0.0,46,999,21,24,COW,26
898.0,0.0,70,999,24,24,SHEEP,26
2776.0,0.0,44,999,20,24,COW,26
2857.0,0.0,67,18,24,24,SHEEP,26
2857.0,0.0,67,999,23,24,SHEEP,26
2437.0,0.0,18,18,19,24,COW,26
2437.0,0.0,999,999,20,24,SHEEP,26
2325.0,0.0,41,18,24,24,COW,26
2325.0,0.0,17,18,22,24,COW,26
81.0,0.0,999,999,25,24,SHEEP,26
81.0,0.0,16,18,19,24,COW,26
165.0,0.0,4,18,26,24,COW,26
1225.0,463.0,46,20,24,24,SHEEP,27
1225.0,255.0,46,999,24,24,COW,27
1274.0,463.0,44,20,22,24,SHEEP,27
1274.0,463.0,44,20,23,24,SHEEP,27
1654.0,463.0,43,20,22,24,COW,27
2430.0,463.0,39,20,28,24,SHEEP,27
2050.0,255.0,999,999,28,24,COW,27
1548.0,463.0,37,20,15,24,COW,27
1153.0,463.0,36,20,28,24,SHEEP,27
587.0,463.0,35,20,29,24,COW,27
0.0,0.0,136,136,999,999,SHEEP,0
0.0,0.0,131,136,999,999,SHEEP,0
0.0,0.0,167,167,999,999,COW,1
0.0,0.0,162,167,999,999,COW,1
0.0,0.0,111,136,20,999,SHEEP,1
198.0,0.0,109,136,27,999,SHEEP,1
217.0,0.0,141,167,26,999,COW,2
248.0,0.0,92,136,17,999,SHEEP,2
310.0,0.0,138,167,24,999,COW,2
310.0,0.0,89,136,22,999,SHEEP,2
0.0,0.0,117,167,24,999,COW,3
0.0,0.0,114,167,24,999,COW,3
96.0,0.0,63,136,26,999,SHEEP,3
160.0,0.0,60,136,32,999,SHEEP,3
66.0,0.0,93,167,24,999,COW,4
165.0,0.0,43,136,17,999,SHEEP,4
165.0,0.0,90,167,24,999,COW,4
99.0,0.0,40,136,23,999,SHEEP,4
0.0,0.0,159,167,999,999,COW,4
0.0,0.0,68,167,25,999,COW,5
0.0,0.0,139,167,20,999,COW,5
0.0,0.0,65,167,25,999,COW,5
0.0,0.0,14,136,26,999,SHEEP,5
0.0,0.0,11,136,32,999,SHEEP,5
32.0,0.0,45,167,23,999,COW,6
160.0,154.0,999,999,16,16,SHEEP,6
224.0,0.0,42,167,23,999,COW,6
288.0,154.0,999,999,22,16,SHEEP,6
224.0,0.0,111,167,28,999,COW,6
0.0,0.0,156,167,999,999,COW,6
0.0,217.0,21,141,24,26,COW,7
210.0,217.0,18,141,24,26,COW,7
210.0,217.0,138,141,18,26,COW,7
455.0,217.0,87,141,24,26,COW,7
455.0,248.0,135,92,999,17,SHEEP,7
805.0,248.0,35,92,29,17,SHEEP,7
840.0,248.0,130,92,999,17,SHEEP,7
875.0,248.0,32,92,35,17,SHEEP,7
0.0,0.0,999,999,24,24,COW,8
0.0,0.0,164,117,999,24,COW,8
0.0,96.0,19,63,13,26,SHEEP,8
0.0,0.0,999,999,24,24,COW,8
0.0,0.0,161,117,999,24,COW,8
0.0,0.0,113,117,25,24,COW,8
0.0,96.0,16,63,19,26,SHEEP,8
0.0,0.0,63,117,24,24,COW,8
0.0,96.0,110,63,20,26,SHEEP,8
0.0,96.0,107,63,28,26,SHEEP,8
0.0,66.0,21,93,24,24,COW,9
0.0,165.0,91,43,16,17,SHEEP,9
0.0,66.0,18,93,24,24,COW,9
0.0,66.0,90,93,23,24,COW,9
0.0,165.0,88,43,22,17,SHEEP,9
0.0,66.0,136,93,25,24,COW,9
0.0,66.0,39,93,24,24,COW,9
0.0,66.0,133,93,31,24,COW,9
0.0,0.0,999,999,29,29,SHEEP,9
800.0,0.0,999,999,35,29,SHEEP,9
37.0,36.0,999,999,24,24,COW,10
111.0,0.0,116,68,17,25,COW,10
222.0,0.0,43,14,13,26,SHEEP,10
333.0,36.0,999,999,24,24,COW,10
481.0,0.0,161,68,999,25,COW,10
481.0,0.0,113,68,23,25,COW,10
596.0,0.0,999,999,19,29,SHEEP,10
712.0,0.0,15,68,24,25,COW,10
791.0,0.0,158,68,999,25,COW,10
950.0,0.0,60,68,30,25,COW,10
4698.0,0.0,58,14,30,26,SHEEP,10
9130.0,0.0,55,14,36,26,SHEEP,10
156.0,30.0,92,45,24,23,COW,11
273.0,30.0,19,45,26,23,COW,11
273.0,429.0,19,135,24,999,SHEEP,11
429.0,30.0,138,45,20,23,COW,11
624.0,30.0,89,45,24,23,COW,11
624.0,429.0,137,135,999,999,SHEEP,11
624.0,30.0,137,45,24,23,COW,11
780.0,36.0,999,999,26,24,COW,11
780.0,30.0,40,45,20,23,COW,11
1092.0,429.0,38,135,20,999,SHEEP,11
1209.0,0.0,999,999,26,24,COW,11
1209.0,429.0,13,135,27,999,SHEEP,11
1287.0,429.0,132,135,999,999,SHEEP,11
2178.0,429.0,35,135,20,999,SHEEP,11
123.0,36.0,999,999,22,24,COW,12
246.0,0.0,68,21,24,24,COW,12
246.0,429.0,116,135,21,999,SHEEP,12
492.0,0.0,999,999,24,29,SHEEP,12
656.0,36.0,999,999,22,24,COW,12
656.0,0.0,114,21,23,24,COW,12
738.0,0.0,65,21,24,24,COW,12
738.0,429.0,113,135,19,999,SHEEP,12
779.0,0.0,999,999,21,29,SHEEP,12
779.0,0.0,15,21,22,24,COW,12
779.0,0.0,15,21,25,24,COW,12
533.0,0.0,110,21,28,24,COW,12
41.0,429.0,10,135,28,999,SHEEP,12
864.0,429.0,7,135,28,999,SHEEP,12
0.0,0.0,21,164,24,999,COW,13
0.0,0.0,44,164,24,999,COW,13
0.0,0.0,92,19,24,13,SHEEP,13
0.0,0.0,999,999,12,12,SHEEP,13
0.0,0.0,18,164,24,999,COW,13
0.0,0.0,999,999,21,24,COW,13
0.0,0.0,41,164,24,999,COW,13
0.0,0.0,89,19,24,13,SHEEP,13
0.0,0.0,999,999,18,12,SHEEP,13
0.0,36.0,999,999,24,24,COW,13
0.0,0.0,86,164,24,999,COW,13
0.0,0.0,83,164,31,999,COW,13
0.0,0.0,34,19,30,13,SHEEP,13
0.0,0.0,31,19,36,13,SHEEP,13
42.0,36.0,999,999,24,24,COW,14
168.0,0.0,20,21,24,24,COW,14
336.0,0.0,67,91,25,16,SHEEP,14
504.0,36.0,999,999,24,24,COW,14
504.0,0.0,18,91,13,16,SHEEP,14
672.0,0.0,65,21,18,24,COW,14
672.0,0.0,17,21,24,24,COW,14
840.0,0.0,64,91,25,16,SHEEP,14
966.0,0.0,15,21,24,24,COW,14
966.0,0.0,15,21,27,24,COW,14
1050.0,0.0,62,21,24,24,COW,14
1050.0,0.0,11,91,23,16,SHEEP,14
798.0,0.0,34,91,30,16,SHEEP,14
991.0,0.0,999,999,36,12,SHEEP,14
0.0,36.0,999,999,24,24,COW,15
0.0,1178.0,999,999,24,26,COW,15
0.0,221.0,44,43,23,13,SHEEP,15
0.0,221.0,19,43,12,13,SHEEP,15
0.0,36.0,999,999,24,24,COW,15
0.0,36.0,999,999,21,24,COW,15
0.0,1178.0,999,999,24,26,COW,15
0.0,221.0,41,43,23,13,SHEEP,15
0.0,592.0,999,999,25,19,SHEEP,15
0.0,221.0,16,43,18,13,SHEEP,15
0.0,36.0,999,999,24,24,COW,15
0.0,110.0,38,116,24,17,COW,15
738.0,110.0,35,116,30,17,COW,15
1473.0,592.0,999,999,25,19,SHEEP,15
1443.0,760.0,999,999,24,26,COW,16
450.0,266.0,19,19,25,24,SHEEP,16
675.0,760.0,999,999,24,26,COW,16
675.0,266.0,42,19,23,24,SHEEP,16
675.0,480.0,999,999,25,24,SHEEP,16
900.0,152.0,17,92,25,24,COW,16
900.0,152.0,17,92,27,24,COW,16
900.0,266.0,16,19,25,24,SHEEP,16
855.0,152.0,15,92,24,24,COW,16
855.0,266.0,39,19,19,24,SHEEP,16
855.0,152.0,15,92,20,24,COW,16
630.0,152.0,14,92,27,24,COW,16
180.0,152.0,11,92,27,24,COW,16
711.0,480.0,999,999,33,24,SHEEP,16
0.0,240.0,21,68,24,24,COW,17
0.0,120.0,999,999,21,22,COW,17
0.0,0.0,999,999,23,12,SHEEP,17
0.0,240.0,43,116,23,21,SHEEP,17
0.0,240.0,18,68,24,24,COW,17
0.0,120.0,999,999,23,22,COW,17
0.0,120.0,137,999,21,22,COW,17
0.0,0.0,999,999,23,12,SHEEP,17
0.0,0.0,999,999,23,21,COW,17
0.0,120.0,999,999,24,22,COW,17
0.0,0.0,999,999,21,21,COW,17
2118.0,240.0,10,116,29,21,SHEEP,17
2118.0,240.0,34,116,21,21,SHEEP,17
3946.0,240.0,7,116,35,21,SHEEP,17
46.0,0.0,999,999,24,24,COW,18
230.0,0.0,20,21,24,24,COW,18
460.0,0.0,999,999,25,12,SHEEP,18
690.0,0.0,999,999,24,24,COW,18
690.0,0.0,999,999,13,25,SHEEP,18
690.0,0.0,18,92,25,24,SHEEP,18
920.0,0.0,17,21,24,24,COW,18
1196.0,0.0,40,92,25,24,SHEEP,18
1012.0,0.0,15,21,24,24,COW,18
1012.0,0.0,999,999,19,25,SHEEP,18
1012.0,0.0,15,92,19,24,SHEEP,18
782.0,0.0,14,21,24,24,COW,18
0.0,0.0,11,21,31,24,COW,18
0.0,0.0,11,21,29,24,COW,18
47.0,168.0,21,20,24,24,COW,19
141.0,42.0,999,999,24,24,COW,19
329.0,0.0,999,999,23,25,SHEEP,19
517.0,168.0,18,20,24,24,COW,19
517.0,42.0,999,999,17,24,COW,19
705.0,42.0,89,999,24,24,COW,19
705.0,336.0,17,67,26,25,SHEEP,19
893.0,42.0,999,999,19,24,COW,19
1081.0,42.0,999,999,24,24,COW,19
4409.0,42.0,999,999,24,24,COW,19
4409.0,336.0,14,67,26,25,SHEEP,19
7257.0,336.0,35,67,28,25,SHEEP,19
7891.0,0.0,999,999,29,25,SHEEP,19
6398.0,336.0,32,67,34,25,SHEEP,19
192.0,0.0,999,999,24,24,COW,20
480.0,0.0,999,999,21,25,SHEEP,20
768.0,0.0,19,38,25,24,COW,20
768.0,0.0,19,44,13,23,SHEEP,20
1104.0,0.0,999,999,24,24,COW,20
1104.0,0.0,42,44,25,23,SHEEP,20
1104.0,0.0,999,999,21,25,SHEEP,20
912.0,0.0,16,38,25,24,COW,20
912.0,0.0,16,44,19,23,SHEEP,20
912.0,0.0,16,38,24,24,COW,20
912.0,0.0,16,38,26,24,COW,20
624.0,0.0,15,38,24,24,COW,20
624.0,0.0,39,44,19,23,SHEEP,20
0.0,0.0,999,999,25,24,COW,20
0.0,1005.0,999,999,24,24,COW,21
0.0,1005.0,999,999,23,24,COW,21
0.0,675.0,999,999,24,25,SHEEP,21
0.0,675.0,999,999,24,25,SHEEP,21
0.0,900.0,18,17,24,25,COW,21
0.0,450.0,18,19,24,25,SHEEP,21
936.0,1005.0,41,999,23,24,COW,21
936.0,675.0,999,999,24,25,SHEEP,21
936.0,1005.0,999,999,24,24,COW,21
936.0,1005.0,999,999,24,24,COW,21
936.0,1005.0,999,999,25,24,COW,21
1176.0,1005.0,999,999,23,24,COW,21
1434.0,675.0,999,999,29,25,SHEEP,21
4886.0,450.0,10,19,29,25,SHEEP,21
245.0,0.0,999,999,24,21,COW,22
445.0,0.0,20,21,24,24,COW,22
445.0,0.0,20,43,24,23,SHEEP,22
788.0,0.0,43,43,24,23,SHEEP,22
788.0,705.0,999,999,23,13,SHEEP,22
1038.0,0.0,999,999,24,21,COW,22
1430.0,0.0,17,999,24,21,COW,22
1430.0,0.0,17,43,24,23,SHEEP,22
1185.0,0.0,40,43,19,23,SHEEP,22
1185.0,705.0,999,999,18,13,SHEEP,22
1185.0,0.0,999,999,23,21,COW,22
985.0,0.0,15,21,24,24,COW,22
642.0,0.0,999,999,24,21,COW,22
0.0,0.0,12,21,28,24,COW,22
0.0,47.0,999,999,24,24,COW,23
0.0,47.0,999,999,24,24,COW,23
0.0,705.0,999,999,24,13,SHEEP,23
0.0,705.0,43,18,24,25,SHEEP,23
0.0,235.0,18,20,24,24,COW,23
0.0,47.0,999,999,18,24,COW,23
0.0,0.0,999,999,24,24,COW,23
0.0,705.0,999,999,24,13,SHEEP,23
0.0,705.0,40,18,24,25,SHEEP,23
0.0,47.0,999,999,24,24,COW,23
0.0,47.0,999,999,24,24,COW,23
0.0,47.0,999,999,24,24,COW,23
0.0,705.0,11,18,29,25,SHEEP,23
2381.0,705.0,8,18,35,25,SHEEP,23
0.0,146.0,999,999,22,24,COW,24
468.0,146.0,999,999,24,24,COW,24
728.0,734.0,43,17,25,26,SHEEP,24
728.0,342.0,999,999,13,23,SHEEP,24
728.0,734.0,19,17,24,26,SHEEP,24
832.0,146.0,999,999,24,24,COW,24
988.0,48.0,16,21,25,24,COW,24
988.0,734.0,40,17,25,26,SHEEP,24
988.0,342.0,999,999,19,23,SHEEP,24
988.0,734.0,16,17,24,26,SHEEP,24
988.0,48.0,16,21,26,24,COW,24
728.0,48.0,15,21,24,24,COW,24
1902.0,48.0,13,21,25,24,COW,24
1538.0,48.0,12,21,28,24,COW,24
0.0,800.0,21,19,26,25,COW,25
0.0,200.0,999,999,24,24,COW,25
0.0,800.0,19,19,24,13,SHEEP,25
0.0,800.0,43,19,24,13,SHEEP,25
0.0,500.0,999,999,24,21,SHEEP,25
0.0,800.0,18,19,24,25,COW,25
0.0,200.0,999,999,23,24,COW,25
1410.0,800.0,16,19,24,13,SHEEP,25
1410.0,800.0,40,19,24,13,SHEEP,25
1410.0,500.0,999,999,24,21,SHEEP,25
1410.0,200.0,999,999,24,24,COW,25
1410.0,200.0,999,999,23,24,COW,25
1410.0,200.0,999,999,28,24,COW,25
1410.0,200.0,999,999,24,24,COW,25
212.0,0.0,999,999,24,24,COW,26
371.0,0.0,20,18,24,24,COW,26
